vegetable,city,season,quantity,duration,gender,price
12,20,0,7474,1,1,37
18,13,2,8385,1,2,108
6,22,3,7680,3,1,102
1,7,0,5692,1,2,37
17,18,1,9426,1,1,18
13,7,1,7874,3,1,49
12,11,3,6628,3,2,49
11,26,1,4003,3,2,73
9,27,0,8962,1,2,17
16,7,3,2810,1,2,83
11,11,3,1169,1,1,59
16,6,3,6715,1,2,40
14,4,2,3667,3,2,29
5,4,3,7719,1,1,97
3,1,1,4151,3,2,13
10,7,1,6119,1,1,80
14,8,0,9617,1,2,20
2,7,3,5220,1,1,41
4,2,1,3145,1,2,84
3,13,1,2303,1,1,31
17,8,2,8625,2,2,68
17,17,3,9355,2,2,15
15,14,3,7175,1,2,40
3,1,1,8305,2,2,71
16,27,3,9022,2,2,36
19,4,2,9420,3,2,53
9,13,1,7347,3,2,57
19,11,1,1123,2,2,85
4,11,0,9203,2,2,12
13,27,0,9593,3,2,93
6,7,3,3090,3,2,88
11,0,0,5604,2,1,106
11,9,3,1321,3,2,92
15,16,0,4553,3,1,98
10,7,3,2341,3,2,77
2,19,3,5687,1,2,85
7,26,1,3097,3,1,21
12,4,3,8373,1,1,71
13,20,3,2897,2,2,15
14,9,1,5560,2,1,55
12,2,2,9613,2,1,54
13,17,0,9291,1,2,107
2,23,1,6212,2,1,61
19,26,1,5714,1,2,79
11,1,2,4575,3,2,117
1,11,3,7018,3,1,11
2,18,1,3438,1,1,79
10,0,3,8218,1,2,83
3,5,1,5584,2,2,19
11,12,2,4220,1,2,15
8,13,3,7341,3,1,106
5,0,1,8788,2,2,15
0,22,2,6920,3,1,110
3,12,0,5672,2,2,66
4,21,3,2702,1,2,20
11,0,0,3959,2,2,107
3,5,2,9692,3,1,74
12,26,2,3474,2,1,35
0,21,0,5548,2,1,13
5,9,2,2854,2,2,58
15,13,1,3240,2,1,11
4,14,2,6445,3,2,76
16,5,3,6951,2,2,67
5,25,3,9718,2,2,112
16,27,3,4316,1,1,104
8,10,0,1649,1,1,96
4,17,3,6644,2,1,55
2,21,2,9693,1,2,66
11,14,1,1931,1,1,54
10,22,0,8288,3,2,54
16,24,2,3997,2,2,13
5,25,1,9926,2,2,88
4,6,1,1047,1,1,102
17,20,3,9462,1,1,85
16,18,3,6757,3,1,41
17,26,2,4814,1,1,43
11,26,0,7664,2,2,47
11,23,3,6045,2,2,117
2,17,1,5761,2,1,58
5,14,1,7799,2,1,46
5,21,2,1479,3,2,41
16,23,0,5986,3,1,38
16,0,0,3382,2,1,90
6,6,3,8400,1,2,45
8,21,3,1667,1,1,45
1,6,2,6031,1,2,46
15,5,3,6998,3,1,57
10,7,1,1437,1,2,111
10,19,0,7352,3,2,53
1,6,1,4802,2,2,94
15,16,2,4862,2,1,72
0,25,0,2375,3,2,109
9,13,0,2297,2,1,68
10,7,3,4119,3,2,83
19,13,0,6887,1,2,89
14,21,2,5566,1,1,63
15,2,2,9935,1,1,77
14,12,1,9380,2,1,37
5,23,0,8905,2,2,17
8,25,1,4966,1,1,96
14,11,2,2824,1,1,94
4,8,1,7040,2,1,38
0,27,2,7268,2,1,54
18,15,2,7764,2,1,47
3,1,2,8491,1,2,11
0,17,2,5519,1,1,20
11,20,0,1001,3,2,52
18,21,2,8201,3,1,95
17,0,1,6364,2,1,14
4,22,3,2305,1,1,119
6,27,0,3265,3,1,51
16,11,3,6367,2,2,33
5,22,0,6361,2,1,29
12,7,3,5876,1,1,43
18,10,3,6586,2,1,78
15,15,2,7544,1,1,16
11,19,3,1317,2,2,116
19,22,2,8054,1,2,85
14,8,2,9365,1,1,106
1,25,3,1342,2,2,64
5,13,3,4398,3,1,15
11,25,2,6278,1,1,112
11,8,3,5979,2,2,17
5,23,3,8321,1,1,68
16,0,3,9127,1,1,90
6,19,1,2553,3,2,25
7,5,1,1167,3,2,64
11,3,1,9889,2,1,119
12,1,2,5652,3,2,95
17,14,2,1098,3,1,36
12,12,1,8949,1,2,106
12,12,3,6282,1,1,33
17,14,3,6050,1,2,84
12,23,2,7823,1,1,64
13,18,0,8788,3,1,116
14,2,0,4379,2,1,11
12,21,3,7335,2,2,119
19,21,1,8504,2,2,11
11,20,0,2443,2,1,113
15,22,2,5354,3,1,29
8,22,0,5732,2,2,119
1,20,0,6889,3,2,86
17,15,0,3623,3,2,23
7,27,0,9562,3,1,100
19,5,0,7161,1,2,74
19,7,1,8508,3,1,66
19,1,2,7788,3,1,109
4,19,0,1888,1,1,13
16,27,2,9001,2,1,19
10,23,3,5410,3,1,112
5,20,1,8160,3,2,51
18,19,0,8699,3,2,92
10,0,2,1151,3,2,23
5,20,3,3673,3,1,63
4,15,1,2777,1,2,112
19,20,1,4322,2,2,111
5,10,0,7950,1,1,119
16,10,1,9275,2,2,10
19,14,1,1702,1,2,83
3,26,2,7213,3,2,70
5,7,2,3775,3,1,13
7,25,2,6366,1,1,57
3,22,1,6275,1,2,117
4,22,1,3475,3,1,19
8,10,0,3736,2,1,66
2,23,2,6744,2,2,79
12,27,1,1829,2,1,12
2,10,0,8114,3,2,17
9,9,0,2438,3,2,110
10,12,1,6093,1,2,15
19,18,3,5970,3,1,78
16,22,0,4026,1,1,43
19,27,2,6750,3,1,78
9,16,1,6903,1,2,17
10,5,2,4399,1,2,29
14,4,0,9236,1,1,81
10,23,3,9469,3,2,69
9,21,3,2500,2,1,64
1,13,3,9474,2,2,42
12,18,3,7167,1,1,41
16,7,2,6725,3,2,111
14,18,2,2350,1,2,17
8,16,0,8665,2,2,78
13,9,3,6529,3,1,111
3,24,1,7989,2,1,80
10,5,2,5283,2,2,49
16,5,3,5556,1,1,33
1,20,3,6013,2,2,24
18,21,0,1978,2,2,68
15,12,1,6675,1,1,109
7,19,1,1798,1,1,105
3,5,0,8673,1,2,25
2,11,0,1333,2,2,72
9,14,1,8424,2,2,12
14,11,3,7937,3,1,82
1,12,1,4052,2,1,95
11,25,1,5632,1,1,83
0,4,2,6977,3,1,113
3,0,1,5751,2,2,58
15,6,0,3698,2,1,15
19,21,2,2843,1,2,107
11,3,1,3709,2,1,85
5,7,0,9119,3,2,108
8,5,3,9654,2,1,98
13,4,0,8758,3,2,17
8,25,1,6965,2,1,73
17,26,0,1022,2,2,64
19,27,1,5059,3,1,66
10,24,0,8511,2,1,110
18,2,1,5588,3,2,104
7,18,0,4808,2,1,70
5,16,3,9257,2,1,90
3,22,1,2481,2,2,104
0,6,3,1728,3,2,115
17,22,1,7903,1,2,72
6,4,0,1876,3,2,42
6,7,3,8886,3,1,91
5,0,1,3350,1,1,51
8,11,1,7130,2,2,53
15,13,0,5007,2,1,105
13,10,0,6690,2,2,87
18,25,0,2825,2,1,73
15,4,2,1751,2,1,108
14,19,1,2620,2,2,65
16,21,1,1983,1,2,78
12,7,2,5141,2,2,64
9,3,1,2578,2,2,14
6,18,1,1296,3,2,110
13,18,1,3013,2,1,22
2,21,0,5177,2,2,22
17,24,2,2700,2,1,37
10,26,0,1030,1,1,64
2,1,0,1331,3,2,114
12,4,0,8078,2,1,49
7,10,2,1093,3,2,59
15,20,3,5160,2,2,26
14,12,0,6102,3,2,12
14,0,1,5210,1,1,36
14,10,1,1431,1,2,30
11,8,3,3162,2,1,48
6,6,2,3796,1,2,110
14,0,0,7637,3,1,82
7,7,2,6367,3,1,17
7,12,1,6108,3,2,27
3,6,1,2654,2,2,51
15,23,0,2897,2,1,116
7,5,1,3187,2,2,30
0,12,2,8143,3,1,117
15,4,2,3439,3,2,73
15,24,2,2802,2,1,74
8,10,1,4465,3,1,117
5,2,1,2917,2,2,25
15,19,1,7545,2,1,119
13,11,3,5824,2,1,74
5,21,0,9052,1,2,73
1,7,1,9662,1,2,68
1,11,0,4531,3,1,11
4,4,1,3543,3,2,91
19,12,3,3724,3,1,116
6,7,1,2818,2,2,88
8,27,3,2725,2,1,79
19,24,0,8174,3,2,18
11,15,2,4122,1,2,20
16,15,2,5412,2,2,88
2,20,0,4658,3,1,96
3,19,0,5468,1,1,117
11,19,2,7598,3,2,92
14,19,3,4221,3,2,77
8,2,2,8149,3,2,104
2,26,1,1936,1,1,55
17,14,3,8981,3,1,37
17,4,3,7961,3,2,56
0,9,0,2211,3,1,93
12,10,2,3070,1,1,56
15,3,2,6008,2,1,103
3,0,1,9931,2,1,72
19,26,0,2987,3,1,21
12,9,3,6304,1,2,38
2,4,2,6026,3,2,21
0,3,0,1747,2,2,103
6,16,0,2627,3,1,81
8,19,0,2861,3,1,24
15,18,3,5248,3,2,15
17,22,1,5505,2,1,110
16,22,0,4218,3,1,41
15,23,1,3800,2,2,85
9,18,1,3839,2,2,39
9,6,2,9278,3,2,62
15,19,2,3455,3,2,79
17,24,3,8433,1,2,10
16,15,0,3126,3,1,52
3,2,0,1215,2,2,48
11,14,1,8882,2,2,10
2,20,0,7547,3,1,74
15,14,1,5144,1,1,79
13,12,2,9963,2,1,75
12,13,0,3097,1,1,45
6,11,3,6281,1,1,88
16,3,2,2107,1,2,52
11,19,2,4364,2,2,104
1,21,3,1342,3,1,64
4,22,1,7891,3,1,57
1,15,3,1802,1,2,104
6,4,3,2070,1,1,15
15,19,3,7418,2,1,39
13,1,2,3740,2,1,75
6,0,1,5783,2,2,63
3,19,1,2188,3,1,92
11,0,3,4989,1,1,57
2,17,0,2879,3,1,57
9,9,3,6860,3,1,119
3,14,2,7772,1,2,80
19,16,2,8011,2,2,18
1,17,3,4625,3,1,35
7,8,1,7534,3,1,85
7,14,1,1784,3,2,56
9,9,2,9558,3,2,21
1,13,1,4140,2,1,54
13,25,0,9356,1,2,95
4,7,0,5078,2,2,79
1,2,2,7472,3,2,72
5,4,1,8967,2,1,45
16,25,1,2341,3,1,83
11,6,0,6745,3,2,40
1,18,1,4462,3,1,118
7,20,2,8937,3,2,53
15,22,0,7544,2,1,51
7,18,1,8256,3,2,64
17,14,0,7959,1,1,35
10,26,2,5855,2,1,60
3,20,1,9990,2,1,100
8,3,3,4125,1,2,86
0,5,2,2416,2,1,65
4,15,0,7107,2,1,37
16,15,0,9982,1,2,33
18,1,3,3071,3,2,57
8,4,1,8597,2,2,63
15,25,1,2171,3,2,114
3,4,1,9126,1,2,75
11,20,1,1410,3,1,22
3,21,3,8423,3,1,96
7,19,3,2390,2,2,19
12,22,3,3573,3,1,87
17,13,1,6263,1,2,102
8,2,3,4614,1,1,76
3,12,1,1275,3,1,100
9,13,2,5267,3,2,114
18,13,3,1264,1,1,40
5,16,0,7431,1,2,112
12,1,3,6161,2,1,61
7,15,1,1641,1,2,54
0,16,0,3516,1,2,68
11,1,1,8611,3,1,105
17,1,1,6872,1,2,105
8,27,3,4965,1,1,72
18,14,3,1978,2,2,41
0,3,1,9163,1,1,11
19,10,2,4685,1,2,64
9,26,1,8933,1,2,70
11,5,3,3642,2,2,84
10,11,2,5013,2,2,101
18,24,2,2554,2,2,59
12,4,0,8919,3,1,56
11,15,0,5697,2,2,58
18,16,2,6743,2,1,60
19,27,3,7336,1,2,71
1,18,2,5705,3,1,116
0,22,1,5781,3,1,116
17,14,3,1949,3,1,11
5,3,2,1298,2,2,81
3,1,0,8742,2,2,65
17,14,3,7035,2,1,106
15,5,0,5997,1,1,20
9,1,2,2509,1,2,95
10,4,1,2331,1,1,104
14,6,2,5335,2,1,10
19,25,1,2956,3,1,64
18,11,1,5008,2,2,87
0,16,2,2268,1,2,45
6,14,2,5735,1,1,15
19,12,0,7169,1,1,63
2,4,3,4079,2,1,77
14,0,2,6494,3,1,88
13,27,1,1702,3,2,81
8,25,2,7966,1,1,116
19,11,3,5207,2,1,110
8,20,3,9161,2,2,75
9,22,3,4500,3,1,43
9,20,2,3696,2,2,86
5,7,2,3702,3,2,93
12,26,0,3593,3,2,37
4,15,0,3469,3,1,110
1,21,1,3137,1,2,68
13,4,0,1672,2,1,27
9,6,2,6644,1,2,107
17,21,0,9350,2,1,34
3,12,0,4876,3,2,27
9,5,0,7448,3,1,112
15,27,0,6172,2,1,92
6,15,2,9029,1,1,33
0,7,1,6172,2,1,62
14,3,2,6185,2,1,119
0,15,3,1949,2,2,19
15,24,1,9577,3,1,106
17,10,2,6269,3,2,62
17,21,0,4209,3,1,18
16,15,3,2370,1,2,39
0,20,3,6265,1,1,32
7,26,2,6804,3,2,102
15,2,3,7097,1,2,26
15,21,2,7432,2,1,116
6,9,3,8978,3,2,103
12,21,0,7135,3,1,65
15,14,2,1560,3,1,17
9,0,1,1222,1,1,35
19,1,3,6172,1,1,18
12,22,3,2172,3,2,23
7,27,3,3165,1,2,119
4,1,2,6790,3,2,103
6,9,3,5330,2,2,84
14,3,0,7333,1,1,31
13,26,3,8825,1,2,22
0,13,3,9898,2,1,89
0,6,3,3957,2,1,38
9,25,2,5367,2,1,80
17,24,2,2900,1,2,70
1,20,3,5950,3,2,46
16,2,1,1290,2,2,88
18,4,1,7206,1,2,32
1,7,1,8751,2,1,27
11,6,3,3185,2,1,110
9,4,3,4531,2,2,81
16,4,1,9904,2,2,114
14,4,2,1255,3,1,13
8,10,2,5099,1,1,38
16,20,3,9524,3,2,55
0,16,1,7433,1,2,36
2,26,3,1024,2,1,106
1,7,0,6193,3,2,16
15,2,3,2884,3,1,118
8,18,0,7362,1,2,86
11,6,1,8620,3,2,44
9,22,1,7541,3,1,91
9,16,1,9665,3,1,37
10,10,2,3327,1,1,85
5,23,1,4764,3,1,67
0,25,2,1313,1,2,44
5,13,1,8127,1,1,118
1,18,2,2959,1,1,16
17,22,2,6604,2,2,30
19,4,1,3584,1,1,56
13,17,3,8308,2,2,35
17,0,1,2397,1,2,29
3,15,0,5464,3,1,28
1,3,1,6006,1,1,41
6,4,2,8317,1,2,55
0,22,1,6165,2,2,118
15,3,1,5821,3,1,101
12,3,3,5133,3,1,73
9,14,1,5345,3,2,70
16,26,1,9889,1,2,23
14,22,3,3123,2,1,43
0,26,0,2778,1,1,89
1,19,1,3288,1,2,68
6,4,0,7113,3,1,112
3,3,2,8016,1,2,105
6,24,0,2143,1,1,62
11,6,1,7450,2,2,96
4,27,2,8632,3,2,57
12,23,2,7843,3,1,104
16,13,1,8727,3,2,92
16,3,0,2967,2,1,90
18,22,3,4452,2,1,110
2,22,3,3859,1,1,83
0,18,1,4033,3,2,92
15,24,3,7674,3,1,54
17,16,2,4321,2,2,90
0,16,1,2168,1,2,85
13,13,2,6733,2,1,98
9,21,3,6941,2,2,26
18,2,2,6734,1,2,40
4,8,3,6232,3,2,11
1,27,0,7135,2,1,21
7,8,0,6009,3,2,53
16,20,2,1811,3,2,19
9,20,1,1872,2,1,59
3,16,0,7208,1,2,53
15,18,3,7997,3,1,71
15,15,0,2585,3,2,49
11,6,1,9995,2,2,74
5,20,2,2991,2,2,31
14,1,3,8198,3,1,18
1,20,1,8380,2,2,87
3,11,3,5813,2,1,79
7,15,2,8069,3,2,66
19,11,2,3191,2,1,16
9,5,1,1935,3,1,62
10,4,0,8479,2,2,16
6,18,2,2313,2,2,50
9,4,0,9444,1,2,22
6,21,2,2224,1,2,87
3,15,1,6740,3,1,102
7,14,3,5222,3,1,82
14,24,0,8434,3,2,10
0,10,0,7178,3,1,28
8,16,2,3067,1,1,21
2,7,2,7911,2,2,20
13,1,1,3403,1,1,76
17,13,1,4353,3,2,27
3,7,3,1643,3,2,116
18,7,0,7186,1,2,77
12,16,0,4405,1,2,50
6,19,1,6629,3,2,68
2,10,3,3614,2,2,113
19,15,2,6712,3,1,93
16,6,2,9955,3,2,39
17,7,3,8104,3,2,106
11,14,1,8835,1,1,96
17,10,1,5155,2,2,78
0,10,2,3716,3,2,65
9,23,2,1085,2,1,35
2,24,2,8628,1,1,56
0,7,3,7781,3,2,111
16,5,2,3612,1,2,104
17,7,1,1238,1,1,21
13,22,3,5837,1,2,91
10,25,2,5135,2,1,10
2,27,2,1596,2,2,78
13,2,2,3185,2,1,36
12,0,3,9785,3,1,46
8,25,0,5848,2,1,46
5,25,3,7385,2,2,95
5,26,3,5819,3,1,13
14,3,1,5976,1,1,109
17,22,1,9431,3,2,84
1,9,2,2952,2,1,50
3,24,2,2503,2,1,47
1,24,1,8880,3,1,88
15,25,3,3258,3,1,54
2,9,3,6083,1,1,31
12,12,1,4704,1,2,69
5,21,1,6801,1,2,98
18,1,0,1389,2,2,44
8,15,3,7352,3,2,15
10,21,2,4179,2,1,61
8,3,1,6835,2,1,65
3,16,2,6849,3,2,31
6,19,2,8175,1,2,31
17,9,2,3881,3,1,88
0,21,1,7070,2,1,65
18,16,1,7713,3,2,37
18,10,0,1119,2,2,36
0,2,2,2970,1,1,69
15,21,1,9368,3,2,27
16,8,3,4956,1,2,52
2,3,0,4215,1,2,114
19,18,1,4014,2,1,114
14,20,1,2334,1,2,26
16,1,3,1879,1,1,23
0,2,2,1977,1,2,112
19,14,3,2778,1,2,95
2,0,2,1505,1,1,22
11,14,1,2719,3,1,40
1,6,1,1539,3,2,114
11,20,0,5169,2,1,92
4,16,3,7645,2,1,90
0,6,0,7214,3,1,61
11,7,3,4992,2,2,108
5,16,0,5292,3,2,69
5,10,2,7289,1,1,48
18,9,1,4111,3,2,11
0,6,1,9704,3,1,10
9,8,0,1014,2,2,115
19,22,1,6519,2,1,93
17,12,3,7241,2,1,79
18,13,0,7863,1,2,38
7,21,2,9587,2,2,102
1,16,2,8504,2,1,112
10,5,2,3808,2,1,27
15,10,1,2457,2,1,65
16,25,0,3189,3,2,76
0,21,2,2798,2,2,97
17,8,3,2261,3,2,55
5,10,1,7837,2,1,77
7,6,3,9822,1,1,33
13,12,2,5793,3,1,63
8,2,0,7242,2,1,108
1,11,0,6722,3,1,72
11,22,1,4190,2,2,81
10,24,0,5539,2,2,34
16,7,2,1445,2,2,101
5,9,0,3550,3,2,43
16,21,1,5338,1,2,20
13,2,0,1612,2,2,111
4,24,0,7722,3,2,37
2,11,2,3713,1,2,39
9,11,0,8979,1,1,86
1,24,0,4217,3,1,28
3,12,3,1335,1,2,19
8,24,2,9419,1,1,84
7,21,0,1632,3,2,34
13,2,0,1585,2,1,22
0,4,1,8719,2,1,118
19,16,1,1541,3,1,10
10,14,3,2962,1,1,91
2,23,1,1215,1,2,61
6,22,3,6601,3,2,57
14,4,0,5612,3,2,50
3,25,0,1738,2,1,26
11,6,3,2742,1,1,109
6,2,3,3164,1,2,82
16,8,1,2331,1,2,101
7,24,2,3763,1,1,116
18,7,3,6832,3,1,92
11,3,1,5172,2,2,52
0,6,1,8631,1,2,48
12,16,3,5029,2,1,30
7,3,3,9043,1,2,53
16,24,2,4590,1,2,35
3,0,2,6374,1,1,47
12,12,1,2233,2,2,43
14,0,0,1863,1,2,33
19,15,2,6456,2,2,34
7,19,1,9975,3,1,60
11,6,3,6288,3,2,90
14,11,3,4053,1,1,23
17,10,1,2643,2,1,30
9,3,3,5138,2,1,40
15,0,0,8779,2,2,25
15,9,2,2179,3,1,40
2,22,1,3413,3,1,61
5,4,3,5049,1,1,20
2,24,0,4723,3,1,114
8,17,1,8378,1,2,23
0,22,0,6592,2,2,48
6,20,0,6144,1,2,61
17,9,1,4703,2,1,78
9,10,2,1073,1,1,86
3,22,1,6716,1,1,36
7,21,3,5974,2,2,101
2,26,3,7219,2,1,70
5,1,1,7132,3,2,70
8,9,2,5533,2,2,21
18,20,3,9163,2,1,66
11,16,3,2852,1,2,48
8,24,1,4534,3,1,109
14,1,3,2645,3,2,113
8,6,0,8016,1,2,32
3,25,3,2567,1,1,90
9,15,1,6737,3,1,116
9,8,0,7758,2,1,32
14,27,2,6659,2,2,24
7,22,1,2861,1,1,37
19,14,0,6131,1,1,38
9,13,2,2107,2,2,116
18,26,0,6239,2,1,63
18,1,2,7614,2,2,21
14,1,1,6913,1,2,63
15,24,0,4648,1,2,33
10,5,2,1323,2,1,59
17,11,2,5753,1,2,15
9,18,3,6755,2,1,92
8,3,1,5015,1,1,27
0,23,0,5550,1,1,56
17,1,2,8703,2,2,105
13,22,0,9103,3,1,41
4,9,3,5013,3,1,18
1,1,2,4236,3,1,100
10,12,0,1795,2,2,75
12,3,3,2309,2,2,95
6,9,2,3636,1,2,100
10,11,0,3401,3,1,99
19,3,1,7747,2,1,21
7,2,3,5231,3,2,74
4,27,1,3641,2,1,93
14,1,0,6816,2,1,15
0,26,3,7044,1,2,79
0,8,1,2257,3,2,114
4,20,3,2998,1,1,42
8,21,3,3115,1,1,42
1,12,0,9380,1,1,45
2,27,3,5769,3,2,30
13,25,0,7635,2,2,61
6,6,1,3325,3,2,76
4,23,1,3158,3,1,115
17,8,0,8212,2,2,19
14,0,2,3220,1,1,90
17,22,1,4808,1,2,93
3,19,2,3525,1,2,113
2,10,1,2887,2,1,102
12,26,3,9998,1,1,72
4,20,0,5235,2,2,48
0,26,3,5099,2,1,83
12,15,2,3911,3,1,76
13,11,0,7073,3,2,36
17,15,1,1741,2,1,116
18,18,3,6885,3,2,22
8,13,3,1928,1,1,119
8,11,2,3320,1,2,71
6,27,3,7795,3,1,26
7,11,1,1632,1,2,83
17,19,2,1715,2,1,36
18,7,2,8886,3,1,61
2,20,3,2838,1,1,77
13,0,3,8732,2,2,15
1,10,0,9949,2,1,68
14,0,0,7119,2,1,54
13,6,3,3224,3,2,35
12,15,3,8171,1,1,30
13,21,0,1661,2,1,103
18,15,3,3454,3,2,58
14,18,2,7695,1,1,119
15,0,2,6569,1,2,57
16,4,0,2440,1,1,10
4,26,2,9558,1,2,96
13,27,3,9596,3,2,109
18,9,0,2889,3,1,109
15,17,1,3302,2,1,17
7,19,0,6630,2,1,65
13,25,3,9658,2,1,21
0,17,2,5624,1,2,112
16,4,3,5045,1,1,63
6,4,2,7749,1,2,44
6,24,1,2564,2,1,33
8,7,0,2548,3,2,89
19,22,2,4139,3,1,70
10,4,0,4871,1,1,47
15,2,0,5720,2,2,88
15,9,1,7069,1,2,54
17,19,1,2494,1,2,51
7,26,1,3246,2,2,95
13,4,2,1181,2,2,82
3,1,2,5526,1,1,31
9,11,2,7870,2,1,81
9,25,1,1304,1,2,54
2,22,1,9128,1,2,18
3,16,2,7664,3,2,89
13,17,2,3599,3,1,109
11,20,1,2435,2,1,36
5,13,3,2121,3,1,11
4,10,2,9876,1,1,40
16,0,0,6220,2,2,97
5,16,2,5661,3,2,75
1,22,2,4620,3,2,111
2,18,2,9346,2,2,58
5,1,1,6957,1,2,92
14,12,2,2994,1,1,118
17,6,2,2245,3,1,25
11,23,2,3353,1,1,85
7,11,2,9175,1,1,11
10,12,3,7397,3,2,51
6,4,0,6675,2,2,36
8,0,3,7666,1,1,84
4,20,1,8062,1,1,48
1,25,1,9663,1,2,47
15,21,1,8910,2,2,38
13,11,2,8988,2,1,111
7,24,0,9475,1,1,46
14,12,3,6341,3,1,39
4,24,2,3705,3,2,79
5,10,3,7375,2,1,66
6,21,3,8832,2,1,82
1,4,0,1369,2,1,18
5,14,1,8052,3,2,60
10,26,2,4974,2,1,25
10,8,0,5615,3,2,55
13,0,2,2663,2,2,29
14,18,1,3986,3,2,115
17,16,3,8192,2,1,95
16,8,1,1478,1,2,71
16,22,2,7404,1,2,77
9,15,2,2302,2,1,99
6,9,0,6994,3,1,80
14,8,2,5482,3,2,106
14,8,0,5168,1,2,106
17,20,2,7239,3,1,52
0,9,2,1425,3,2,63
19,8,1,4485,2,2,22
9,22,0,4935,1,2,92
5,13,2,3572,3,2,60
11,13,3,8704,3,1,88
19,1,1,9802,2,1,90
19,20,0,7759,3,2,51
18,11,1,8677,2,2,92
17,27,3,1994,1,1,52
16,11,2,5661,2,1,64
15,21,1,4318,2,1,42
14,16,2,9763,1,1,84
1,20,0,2802,2,2,23
1,19,3,6717,2,1,26
6,15,0,1270,2,2,27
12,22,1,3535,2,1,24
7,6,0,8819,3,2,92
13,14,1,1392,2,1,83
1,16,2,9888,3,1,53
1,8,3,8082,1,2,58
18,14,3,1034,2,2,89
9,20,3,4554,2,1,79
0,25,3,9536,2,1,72
4,21,1,9543,1,2,43
18,5,0,7908,1,1,95
0,11,0,9211,2,2,77
17,27,2,1224,3,2,14
7,26,3,7119,1,2,88
15,17,0,2857,1,1,69
10,19,2,5076,1,2,10
10,26,0,2136,2,2,47
15,19,3,6050,3,1,69
4,6,0,2488,2,1,36
15,27,2,2275,2,1,45
5,27,2,6901,3,1,105
0,22,2,5319,3,1,118
18,3,2,3328,1,2,43
8,15,1,6857,3,2,91
19,9,3,1083,3,1,65
14,9,3,1735,1,2,34
8,14,2,5794,3,1,103
17,1,3,4440,1,1,102
8,7,0,1979,1,1,15
9,15,1,1183,2,1,30
15,20,0,9373,1,1,119
0,16,0,1927,2,2,21
5,2,2,8313,1,2,44
1,25,3,9538,2,1,116
19,6,2,4079,3,2,18
6,19,1,7710,3,2,56
13,24,0,7907,1,2,32
9,23,0,4130,3,2,88
16,5,3,8079,3,1,14
7,16,3,7570,1,1,114
7,4,0,1518,3,2,52
0,27,0,3753,1,2,64
7,8,3,9591,3,1,63
10,13,3,1379,3,1,42
5,6,0,1086,3,1,17
13,3,1,1022,3,1,100
4,22,1,7021,1,2,11
6,21,3,4950,2,1,108
14,3,0,1078,2,1,90
14,4,1,3858,2,1,87
3,19,3,8216,1,2,39
13,13,1,5913,3,1,117
9,7,2,3283,3,1,115
0,7,3,5273,1,1,66
13,5,1,7772,1,1,25
1,23,2,6547,3,2,13
12,17,1,7072,3,2,36
17,20,0,7515,1,2,24
8,26,1,8314,2,2,11
5,0,3,7472,3,2,55
8,26,2,9803,2,2,54
12,14,3,4763,2,1,95
9,8,0,8823,2,1,79
17,8,3,3215,3,1,46
12,18,3,8641,3,2,58
15,11,2,7292,3,2,97
8,14,1,3016,2,1,101
14,21,3,4506,3,2,73
12,23,2,7022,3,1,11
17,23,2,4856,2,1,83
17,7,0,7877,1,2,58
15,11,0,4612,3,2,107
18,2,1,1686,1,2,28
11,0,0,9143,2,2,72
13,23,3,1306,3,1,105
9,19,2,5998,3,1,102
8,19,1,2087,2,1,115
14,3,1,4599,2,1,39
5,3,3,6575,1,2,21
11,6,1,8923,1,1,56
8,23,2,1874,3,1,28
6,21,3,1836,2,2,113
14,12,2,4967,3,2,33
10,21,3,9057,1,2,102
9,25,0,3110,1,2,44
5,23,1,7580,1,1,116
7,2,2,4529,1,1,105
15,20,1,6967,2,1,107
1,16,0,5217,2,1,100
17,15,3,5934,1,2,58
12,9,2,5481,2,1,27
13,11,2,1004,2,2,86
3,22,2,7313,1,1,32
4,2,1,6260,3,1,66
10,18,3,2711,2,1,28
8,20,0,9151,3,2,51
3,19,1,1026,2,1,86
14,8,3,7732,1,1,50
4,12,3,7580,1,2,27
14,18,3,1527,2,2,94
1,11,3,4272,3,2,17
8,22,2,4766,1,2,96
7,27,1,3890,1,2,28
5,7,0,8728,1,1,57
0,18,3,8283,2,2,83
17,1,1,5517,2,1,101
13,9,1,1710,3,1,49
13,10,2,4148,3,2,96
3,17,2,6614,2,2,49
2,17,2,4890,3,1,65
18,1,3,8138,2,1,79
18,24,3,3282,3,1,51
5,5,1,8814,2,2,89
8,24,3,8112,2,1,66
13,19,2,9402,1,2,88
6,25,2,2920,1,1,35
15,20,1,7870,2,2,103
8,4,2,5993,1,2,66
3,26,0,8660,3,1,34
3,3,1,6358,1,2,117
5,25,2,1774,3,1,83
3,14,0,1872,2,2,39
11,2,1,1187,1,1,24
19,15,1,4357,1,1,76
11,1,0,4132,1,2,25
4,25,1,5541,1,2,12
8,27,3,4568,2,2,76
1,26,2,2150,2,2,44
6,8,2,7172,2,1,71
9,24,2,2407,3,1,43
3,25,2,8231,2,1,69
11,17,3,6355,1,2,69
2,16,0,8772,1,2,108
12,21,3,8210,3,1,117
2,0,0,6821,3,1,106
0,1,1,1952,3,2,94
13,20,0,4891,1,1,48
5,14,1,7997,1,1,71
3,19,0,6212,2,2,60
12,20,3,2898,3,2,18
10,25,3,3566,1,1,112
